,jobname,min-pairwise-TMscores,avg-pairwise-TMscores,number of clusters,cluster decay rate 1,cluster decay rate 2,cluster decay rate 3,Top 1 pLDDT,Top 2 pLDDT,Top 3 pLDDT,dataset
181,3lpcA,0.4906601105141181,0.7434653832949288,22,0.03822937625754527,0.8421052631578947,0.40625,0.9744591176,0.8469252941000001,0.8202667647,atlas
182,3nyyA,0.30962057588338593,0.665598892687473,49,0.03531300160513644,0.9090909090909091,0.95,0.9549015873000001,0.8094904762,0.8056325397,atlas
183,3o04A,0.34161965522899757,0.6780430369038559,14,0.006779661016949152,1.0,0.875,0.9819171913,0.726737046,0.7199537530000001,atlas
184,3oblB,0.4677348593016259,0.7358285420056023,5,0.030277544154751892,0.7222222222222222,1.0,0.9761060606,0.9086939394,0.8295848485,atlas
185,3pvhA,0.5772268208980256,0.7547868928414141,15,0.03773584905660377,0.8636363636363636,0.39473684210526316,0.9760274510000001,0.8451117647,0.7995830065,atlas
186,3rt4A,0.3209297925068946,0.5643489318695962,8,0.028985507246376812,0.9444444444444444,0.4117647058823529,0.9660198830000001,0.8358684211,0.8025690058,atlas
187,3st1A,0.5514227399355854,0.7358815150737013,21,0.016409266409266408,0.8235294117647058,0.8571428571428571,0.9648490654,0.7910495327,0.7849275701,atlas
188,3u7tA,0.21269940752268962,0.47715432656664825,11,0.09734513274336283,0.9886363636363636,0.8505747126436781,0.9590804348,0.92495,0.8473130435,atlas
189,4m62S,0.73740935955945,0.83035255032129,4,0.0054757015742642025,0.75,0.8333333333333334,0.9596251613000001,0.7593406452,0.7337045161,atlas
190,4ny3A,0.3915227850652844,0.7904959286869163,5,0.23552894211576847,0.25,0.13559322033898305,0.9621036184,0.9600546053000001,0.9526519737,atlas
191,4pfxA,0.6683521174508257,0.8026164459191851,8,0.007898894154818325,0.8,0.75,0.9700061372000001,0.8173274368000001,0.8040129964,atlas
192,4phrA,0.3464119908362674,0.7211388537087858,8,0.012588512981904013,0.625,0.7,0.9702191336,0.8452252708,0.8063447653,atlas
193,4rr9A,0.4938281832498799,0.714509068598945,8,0.016023306627822288,0.6818181818181818,0.4,0.9814279412,0.7852683824000001,0.6985889706,atlas
194,4tkxL,0.4519341837827455,0.6319293711717923,25,0.031203566121842496,0.7619047619047619,0.5,0.9739785398,0.7361862832,0.635454646,atlas
195,4v4eM,0.5061747585659567,0.742982760772715,14,0.024070021881838075,1.0,0.6363636363636364,0.9567212571,0.7001010286,0.6638734857,atlas
196,4xqmA,0.25486921468023976,0.598278117836703,11,0.009212730318257957,0.7272727272727273,0.75,0.9626648936000001,0.9299404255,0.8158138298000001,atlas
197,5e5qA,0.302756790225694,0.5496343351637584,12,0.37254901960784315,0.5789473684210527,0.14772727272727273,0.9749031746000001,0.9369920635000001,0.9344365079,atlas
198,5g38A,0.613615999954548,0.78108913519014,13,0.01661631419939577,0.8181818181818182,0.8888888888888888,0.9640093023,0.7753843023,0.7448616279,atlas
199,5heeB,0.6877561257850848,0.8120867613736913,6,0.006339144215530904,0.875,0.8571428571428571,0.9774633588,0.7378648855000001,0.7378080153000001,atlas
200,5palA,0.3736405733341056,0.6809728198819323,9,0.2502369668246445,0.38636363636363635,0.7549019607843137,0.9801100917000001,0.8346302752,0.8087935780000001,atlas
201,5uc0A,0.6390588966698957,0.7910140183276689,6,0.014991181657848324,0.29411764705882354,0.8,0.8724116564000001,0.6950822086,0.5774552147,atlas
202,1a0sR,0.5142529016165325,0.7813363273838306,26,0.04666666666666667,0.8571428571428571,0.9444444444444444,0.9483677966,0.7403152542,0.7197292978000001,codnas
203,1a4zC,0.5311738026629204,0.7084334444448936,10,0.011059907834101382,0.6666666666666666,0.875,0.9764234469,0.7543559118000001,0.7426302605,codnas
204,1af2A,0.49253384370483083,0.6482559070623986,12,0.01358695652173913,0.8,1.0,0.9785040816,0.8959462585,0.8450867347000001,codnas
205,1ahzA,0.38738235150411343,0.6393461007311708,40,0.031914893617021274,0.9523809523809523,0.8,0.9707255357000001,0.7616894643000001,0.7315901786,codnas
206,1b49A,0.4917527626429641,0.6990571786824278,24,0.02171664943123061,0.6666666666666666,0.9285714285714286,0.9726678862,0.8637089431,0.8628390244,codnas
207,1b9hA,0.5821906663647327,0.7848297831493245,5,0.004163197335553705,0.8,1.0,0.9767059278,0.7343242268,0.6531904639,codnas
208,1bhyA,0.3320324013091823,0.6127640642051448,19,0.020134228187919462,0.9523809523809523,0.9,0.9719427386,0.8051817427,0.7873516598,codnas
209,1bkjB,0.4129118138403819,0.6619575212919749,33,0.11964735516372796,0.6421052631578947,0.9016393442622951,0.9799566667,0.9102358333,0.9017179167,codnas
210,1bysA,0.8439996250874088,0.9219998125437043,2,0.0,0.0,0.0,0.9815587097,0.7373935484,,codnas
211,1c0kA,0.5109433118028105,0.6910275233896018,11,0.01335559265442404,0.75,0.9166666666666666,0.9436969697,0.7325308540000001,0.7211534435,codnas
212,1c1lA,0.38369254387195545,0.7398462169016242,15,0.10589812332439678,0.3670886075949367,0.8275862068965517,0.9587284672,0.8216058394,0.8102722628,codnas
213,1clkA,0.48199096219248944,0.7397628639789973,20,0.2398477157360406,0.17989417989417988,0.8235294117647058,0.9752317829,0.9067966408,0.8704702842,codnas
214,1dljA,0.5067630290162208,0.6269148629897092,35,0.05174488567990373,0.7674418604651163,0.8484848484848485,0.9611572139000001,0.896390796,0.8313497512,codnas
215,1eaaA,0.629113041905404,0.7845001724060212,18,0.5855572998430141,0.4075067024128686,0.29605263157894735,0.967326749,0.9387473251,0.8912316872,codnas
216,1epzA,0.5241070609590508,0.7292389708543691,9,0.0072306579898770785,0.8,0.625,0.9723400000000001,0.9254989189,0.8387113514000001,codnas
217,1es9A,0.6818376100741244,0.8228806760956783,7,0.011307420494699646,0.75,1.0,0.9577439655000001,0.8309586207,0.8144663793,codnas
218,1fnzA,0.5598361646373929,0.7545520865302223,15,0.013968775677896467,0.7647058823529411,0.8461538461538461,0.9738852321,0.7757135021,0.7433303797,codnas
219,1gweA,0.5380611484547726,0.7079919401542475,61,0.5223880597014925,0.19047619047619047,0.95,0.9427769384,0.8514039761000001,0.8443292247,codnas
220,1h96A,0.4833746049089202,0.6944174429152417,17,0.1311647429171039,0.456,0.9122807017543859,0.9330686813,0.904221978,0.8783379121,codnas
221,1hl7B,0.5479188830533214,0.7526347389623224,13,0.016773162939297124,0.8571428571428571,0.4444444444444444,0.9847752688,0.8111874552,0.7643892473,codnas
222,1i2bA,0.43326209531577337,0.692603421643589,29,0.052489905787348586,0.8205128205128205,0.40625,0.9544326733,0.7779938119,0.7735094059000001,codnas
223,1jr7A,0.3773755453463851,0.6393656923504498,43,0.010075566750629723,0.875,0.8571428571428571,0.9335778135,0.7472138264,0.7372546624,codnas
224,1k7hA,0.5376617000785259,0.7267575278417524,57,0.04595879556259905,0.9655172413793104,0.7142857142857143,0.9793911765000001,0.8814865546,0.8205981092,codnas
225,1k8uA,0.4709412914695041,0.7206695482666982,12,0.38744075829383884,0.6422018348623854,0.16666666666666666,0.9362566667000001,0.9324500000000001,0.9294977778,codnas
226,1knwA,0.7589900925947108,0.8523246618535122,4,0.010961214165261383,0.5384615384615384,0.5714285714285714,0.9688604706,0.7425089412,0.6899828235000001,codnas
227,1ktbA,0.3927184525146278,0.5821704521661621,30,0.022222222222222223,0.7727272727272727,0.5882352941176471,0.9639908642,0.7369212346,0.7159261728,codnas
228,1kwgA,0.8037905858823023,0.8837396528505052,3,0.004987531172069825,0.6666666666666666,0.0,0.9788547287,0.7297337984000001,0.6985488372,codnas
229,1ldaA,0.7195101302971494,0.8440850274038774,14,0.0814299900695134,0.36585365853658536,0.8,0.9460793594,0.8417380783,0.8330718861,codnas
230,1mprC,0.6106057789759242,0.7912007958281463,33,0.13309352517985612,0.9054054054054054,0.8805970149253731,0.9408674473,0.8065,0.7978285714000001,codnas
231,1n9eC,0.39900931084960756,0.7084884237683831,40,0.09337349397590361,0.4838709677419355,0.8666666666666667,0.8952916137,0.8704210928,0.8271711563,codnas
232,1nf9A,0.572759367643217,0.7599066526931614,11,0.013803680981595092,0.6111111111111112,0.9090909090909091,0.9800608696,0.8453526570000001,0.7857681159000001,codnas
233,1oaaA,0.7558894478198708,0.8430954190968879,7,0.02115987460815047,0.8518518518518519,0.4782608695652174,0.9780888031,0.8649718147000001,0.856792278,codnas
234,1odsB,0.7051797204250464,0.8470835331738498,5,0.00644122383252818,0.625,0.8,0.9737820755000001,0.7397437107,0.7295603774,codnas
235,1p1mA,0.8588429407638173,0.9294214703819086,2,0.0,0.0,0.0,0.9770453202,0.7628918719000001,,codnas
236,1qq0A,0.22794038772947023,0.5652259196170298,25,0.46153846153846156,0.8015873015873016,0.8514851485148515,0.8968894737,0.8912643725,0.8890429150000001,codnas
237,1qy2A,0.4647593082015999,0.7455191157684684,18,0.22033898305084745,0.12669683257918551,0.8214285714285714,0.9181896552000001,0.8455931034,0.8321344828,codnas
238,1sb8A,0.5820644671005283,0.7659527420491881,5,0.017733230531996914,0.2608695652173913,0.6666666666666666,0.9670772727,0.8061372159,0.7242360795,codnas
239,1tv4A,0.5285866073519037,0.7330282914715169,18,0.0182370820668693,0.5,0.8888888888888888,0.9747748908,0.7666449782,0.6876170306,codnas
240,1u7hA,0.5964294344639954,0.8051082860147609,12,0.0440251572327044,0.46938775510204084,0.9565217391304348,0.9590468571,0.8260997143000001,0.7988959999999999,codnas
241,1uj6A,0.4733115174999744,0.7372584087711663,7,0.010760953112990008,0.35714285714285715,0.8,0.9825647577000001,0.8362876652000001,0.8210251101,codnas
242,1wb8A,0.8036646373619482,0.901832318680974,2,0.0,0.0,0.0,0.9656880952,0.7046080952,,codnas
243,1wl4A,0.8361016195115553,0.9180508097557776,3,0.0035587188612099642,1.0,0.0,0.9751153652000001,0.6757352645,0.6596513854,codnas
244,1wnbC,0.4873456256205247,0.7308592012107316,16,0.02504638218923933,0.8888888888888888,0.5,0.9591535354,0.7956020202,0.7632434343000001,codnas
245,1xacA,0.46225523548253766,0.7382696520712875,12,0.0118946474086661,0.8571428571428571,1.0,0.9775304348,0.8532286957,0.7894814493000001,codnas
246,1yi7C,0.5174715610680326,0.6666716243845191,27,0.019823788546255508,0.7222222222222222,0.6923076923076923,0.9636998155000001,0.7363902214,0.7340894834,codnas
247,1z1fA,0.39163302418993273,0.6284791342369018,14,0.020181634712411706,0.55,0.5454545454545454,0.9759925641,0.7710223077,0.7616674359000001,codnas
248,1z75A,0.7189299492901187,0.8233802199091282,9,0.01757631822386679,0.8421052631578947,0.875,0.9448801676,0.7630053073,0.7500270950000001,codnas
249,2a0kA,0.6189749049432718,0.764313487510411,30,0.13463414634146342,0.2028985507246377,0.8571428571428571,0.9470708075000001,0.8436608696000001,0.8082273292000001,codnas
250,2a9eB,0.503684878609223,0.7348589231065873,44,0.3778409090909091,0.21804511278195488,0.7586206896551724,0.9507639604,0.9429427723,0.9365603960000001,codnas
251,2aeuA,0.4176632276999491,0.6800324218566067,30,0.1860036832412523,0.27722772277227725,0.7857142857142857,0.9551216578,0.8979139037,0.8607291444,codnas
252,2ag8A,0.6966794961515286,0.828716433025247,3,0.005681818181818182,0.5,0.0,0.9808505703,0.8480870722,0.7039121673000001,codnas
253,2b2iA,0.7923507361150822,0.8576078642768832,4,0.003909304143862392,0.8,1.0,0.9738624060000001,0.6644837093,0.5535644110000001,codnas
254,2boiB,0.754761418264502,0.8767947894102898,3,0.004219409282700422,0.8,0.0,0.9726787611000001,0.8924044248,0.6428115044,codnas
255,2bzvA,0.4244314227450417,0.7430304194862749,37,0.06,0.8333333333333334,1.0,0.8806093923,0.8088502762,0.7998889503000001,codnas
256,2c7tA,0.8639857941763711,0.9319928970881856,2,0.0,0.0,0.0,0.9674050239,0.7824755981,,codnas
257,2ch2C,0.670559807106795,0.7918778357975066,7,0.007317073170731708,0.8888888888888888,1.0,0.9713696970000001,0.7758320707,0.7126770202,codnas
258,2chhA,0.7626449080583054,0.85389534063426,5,0.021331058020477817,0.64,0.3125,0.9651394737000001,0.7997614035,0.7695578947,codnas
259,2cjgA,0.409786306725087,0.6316250246655489,33,0.058577405857740586,0.23809523809523808,0.9,0.9634454343000001,0.800567706,0.7799028953,codnas
260,2d3bC,0.5581010810109956,0.722359089572193,15,0.007532956685499058,1.0,1.0,0.9692455056,0.7391553371,0.7211842697,codnas
261,2df8A,0.6940591638158908,0.8496602706338896,3,0.00859375,0.36363636363636365,0.0,0.9751203077,0.8052636923000001,0.7253772308,codnas
262,2dkhA,0.4222336704794552,0.6849584463465683,27,0.044063647490820076,0.3333333333333333,0.6666666666666666,0.9382912363,0.7319841941,0.7289660407,codnas
263,2eg1A,0.5794058752672255,0.7480432409978727,31,0.040740740740740744,1.0,0.75,0.9461669643,0.9436892857,0.8800508929,codnas
264,2f2bA,0.34852678888367344,0.6546104393480126,3,0.018590240123934933,0.16666666666666666,0.0,0.9684642276000001,0.7834447154,0.5338264228,codnas
265,2f8hA,0.5712565176322163,0.7365927004746076,25,0.06832298136645963,0.9090909090909091,0.66,0.9618327913,0.8725520325,0.8528636856,codnas
266,2fmbA,0.35097684462767853,0.6730845120986257,21,0.05238828967642527,0.7941176470588235,0.8518518518518519,0.9464374999999999,0.8632596154000001,0.8322048077,codnas
267,2gjnA,0.6011916394710269,0.7336395855405784,35,0.02569593147751606,1.0,0.75,0.9707817073,0.8216618902,0.8069692073,codnas
268,2hc9A,0.5137077572881157,0.7688860954780997,14,0.014814814814814815,0.9375,0.6666666666666666,0.9699737271000001,0.7798429735,0.7516641548,codnas
269,2hk3A,0.5161151436503508,0.7321538412801765,10,0.04007455731593663,0.4418604651162791,0.7894736842105263,0.9665148036000001,0.8233830816000001,0.8045126888,codnas
270,2ie7A,0.4839299971436987,0.7274544429957976,4,0.006359300476947536,0.5,1.0,0.9691886792000001,0.697358805,0.6097610063000001,codnas
271,2inuA,0.7503717603465181,0.8514554172773183,6,0.007936507936507936,0.75,0.8333333333333334,0.9428702439000001,0.6631031707,0.6512434146,codnas
272,2iufA,0.3969935617467877,0.6773719722281178,49,0.11940298507462686,0.5,0.75,0.958609593,0.8952319767,0.7561863372000001,codnas
273,2jahC,0.7749602825289178,0.8595509903017351,3,0.036585365853658534,0.08333333333333333,0.0,0.9783206478,0.8050526316000001,0.7199595142,codnas
274,2oofA,0.44849646205575616,0.6679967725483097,19,0.051741293532338306,0.3269230769230769,0.6470588235294118,0.9633923077000001,0.8507435096,0.8328473558,codnas
275,2qghA,0.7634594861191685,0.8664750142331337,4,0.007137192704203013,0.5555555555555556,0.8,0.9406889412,0.8154282353000001,0.7714131765000001,codnas
276,2qjjB,0.5424929045811022,0.7082732875023479,11,0.0034812880765883376,1.0,1.0,0.9649589552000001,0.6840370647,0.6713527363,codnas
277,2rkfA,0.29805228728199457,0.5818255448468509,24,0.10887096774193548,0.3425925925925926,0.6756756756756757,0.9725626263,0.8819131313,0.8789141414,codnas
278,2tmdA,0.3724954835469851,0.6166244068711362,46,0.035422343324250684,0.8461538461538461,0.6363636363636364,0.9699674897,0.9191622771,0.7458215364,codnas
279,2tohA,0.5353806508428117,0.7139152442147194,41,0.1354515050167224,0.5802469135802469,0.7872340425531915,0.9515580175,0.8573460641,0.8563612245000001,codnas
280,2uxwA,0.35781874381732903,0.710591660479014,22,0.1278928136419001,0.2,1.0,0.9356438221000001,0.7713174629,0.7655700165,codnas
281,2vxkA,0.31040019461712476,0.7437681011334561,31,0.08713692946058091,0.39285714285714285,0.9696969696969697,0.92981,0.9250989474,0.9224931579000001,codnas
282,2wluA,0.6088903757924481,0.7734772415018278,10,0.08118971061093247,0.32673267326732675,0.8787878787878788,0.956684,0.9019165714,0.8500297143000001,codnas
283,2xsrA,0.40213824290515765,0.6150869186515386,56,0.9269521410579346,0.1331521739130435,0.40816326530612246,0.9582923077000001,0.9106689103000001,0.8416044872,codnas
284,2yfoA,0.4743308868002432,0.7492188016242481,8,0.014938488576449912,0.47058823529411764,0.75,0.9720636111000001,0.7640595833,0.7252358333000001,codnas
285,2z09A,0.8398567126240878,0.919928356312044,2,0.0,0.0,0.0,0.9672000000000001,0.8705649635,,codnas
286,2zwnA,0.326763992653181,0.6000289062193581,57,0.14772727272727273,0.9846153846153847,0.59375,0.9543643068000001,0.8528772861,0.8524519174,codnas
287,3a04A,0.4577223713318777,0.7119296041439215,21,0.027805362462760674,0.9642857142857143,0.7407407407407407,0.9595067204000001,0.7532537634,0.7479575269000001,codnas
288,3a1iA,0.25515352982237827,0.6565767545237877,55,0.22641509433962265,0.5833333333333334,0.9387755102040817,0.9690232246,0.8889122841,0.8871211132,codnas
289,3a2qA,0.5056306328518114,0.6949790173594294,6,0.007782101167315175,0.8,0.5,0.9609312373000001,0.7374892495,0.7090263692000001,codnas
290,3a31A,0.23990786329548522,0.49192543863749905,19,0.569620253164557,0.9777777777777777,0.8484848484848485,0.9253467091,0.9015745223,0.8955900212000001,codnas
291,3a9tB,0.34365662960597493,0.6228763437257799,14,0.015536723163841809,0.6363636363636364,0.8571428571428571,0.9693963025000001,0.7309675630000001,0.7070951261,codnas
292,3ahgA,0.36290084028551767,0.5850485396430093,45,0.02245508982035928,0.7333333333333333,0.7272727272727273,0.9335590533,0.7327115976,0.7137565680000001,codnas
293,3aisA,0.29901631838586706,0.4989926496846583,20,0.14285714285714285,0.3617021276595745,0.5882352941176471,0.8815640708,0.8773870796000001,0.8756690265,codnas
294,3ayfA,0.3485691694643163,0.7309911158306444,22,0.2118421052631579,0.19875776397515527,0.71875,0.92935425,0.894155625,0.8319354999999999,codnas
295,3bcbA,0.3777633755705457,0.5483955225155326,14,0.006198347107438017,0.6666666666666666,1.0,0.9666035556,0.7680473333000001,0.7245282222,codnas
296,3cf2A,0.25729531416165796,0.5305859044029738,46,0.6147186147186147,0.19014084507042253,0.8148148148148148,0.8189063275,0.8140390819000001,0.8128518610000001,codnas
297,3cm3A,0.4525286129108273,0.6929157903217218,29,0.4316644113667118,0.07836990595611286,0.88,0.9386244318,0.9123676136000001,0.8821948864,codnas
298,3couA,0.47073417776969295,0.7384296820717222,17,0.05343511450381679,0.2857142857142857,1.0,0.8744023041000001,0.847724424,0.7753299539,codnas
299,3ct7C,0.8499813068948717,0.9249906534474359,2,0.0,0.0,0.0,0.9709047619000001,0.8872571429,,codnas
300,3dj6A,0.5044886759132691,0.6642096145386723,23,0.014678899082568808,0.875,0.7142857142857143,0.9539963235000001,0.8186514706,0.8082900735,codnas
301,3e9kA,0.3453063582801369,0.6437655385868373,16,0.03556485355648536,0.6764705882352942,0.34782608695652173,0.9629817204000001,0.7504881720000001,0.748155914,codnas
302,3fj5A,0.6183341614735632,0.81255907007906,8,0.016458196181698487,0.64,0.6875,0.9719421053,0.8339368421000001,0.8301280702,codnas
303,3fttA,0.238347823877281,0.4960967049359365,15,0.05069582504970179,0.8431372549019608,0.9534883720930233,0.9623829146,0.8639432161,0.7914150754,codnas
304,3h74A,0.589357150952528,0.7768255541677064,5,0.024886877828054297,0.7575757575757576,0.2,0.9670216312000001,0.8358542553,0.7748457447,codnas
305,3ib7A,0.5963478196004222,0.759011806964329,68,0.3678474114441417,0.7111111111111111,0.4270833333333333,0.9371369697,0.8945133333,0.8712351515000001,codnas
306,3iiuM,0.3083529344385947,0.670541535823644,18,0.06335797254487856,0.7833333333333333,0.7659574468085106,0.9777231788,0.893215894,0.8339682119,codnas
307,3kotA,0.4651770664394878,0.6808302569030549,8,0.017585931254996003,0.8181818181818182,0.4444444444444444,0.9406214612,0.8946698630000001,0.8621150685000001,codnas
308,3l5mA,0.7818741793238144,0.8475320530483827,7,0.07071622846781506,0.34615384615384615,0.7037037037037037,0.9750876033,0.7924250689,0.7654680441,codnas
309,3l84A,0.3187954400855784,0.6240229206931411,40,0.024494142705005325,0.9565217391304348,0.5909090909090909,0.9709000000000001,0.7585715190000001,0.7486789557,codnas
310,3laaA,0.21140819279715464,0.4442782483816418,57,0.12753623188405797,0.5909090909090909,0.3076923076923077,0.9396945,0.9333595,0.926175,codnas
311,3m6xA,0.44742370303845647,0.6363898055224555,16,0.012609117361784675,0.5384615384615384,0.7142857142857143,0.9673028017,0.7637536638,0.699850431,codnas
312,3m9lA,0.694982846643477,0.8227746410847043,7,0.024727272727272726,0.5,0.5882352941176471,0.9497336585,0.8939268293,0.8749268293,codnas
313,3makA,0.43312101947881243,0.6818334335593437,8,0.015567086730911787,0.3333333333333333,0.8571428571428571,0.9820440191,0.8291784689,0.7621660287,codnas
314,3mmrA,0.609089640489141,0.7876527477571951,70,0.16611295681063123,0.94,0.8936170212765957,0.8538636804,0.850653753,0.8402820823,codnas
315,3nevB,0.7824737099237956,0.8538359989403599,4,0.007320644216691069,0.7,0.7142857142857143,0.9811889262000001,0.700735906,0.6850768456,codnas
316,3o03A,0.5521027680223061,0.6999885490895041,23,0.019642857142857142,0.5454545454545454,0.8333333333333334,0.9515687285000001,0.8455632302,0.7629945017,codnas
317,3ociA,0.3686020905584227,0.6869142376136268,18,0.0365296803652968,0.975,0.8717948717948718,0.9230908257,0.9038321101000001,0.87465,codnas
318,3ohsX,0.7822389410835338,0.8911194705417669,2,0.0,0.0,0.0,0.981401497,0.6642239521000001,,codnas
319,3oi9A,0.7245037835360951,0.8100854115209885,12,0.046420141620771044,0.559322033898305,0.9696969696969697,0.9463634146000001,0.8053853659,0.7956676829,codnas
320,3py5A,0.7038453429399164,0.8094992067528101,4,0.00291970802919708,1.0,1.0,0.9749094891000001,0.6629551095,0.6545985401000001,codnas
321,3qaeA,0.5054642756782857,0.7272250395048651,48,0.18691588785046728,0.3,0.9722222222222222,0.9267786026,0.9221537118,0.9188113537,codnas
322,3qp2A,0.5729742618668364,0.7469452759636261,6,0.009769094138543518,0.7272727272727273,0.625,0.9257521978000001,0.6774774725,0.6680131868,codnas
323,3rhgA,0.5749111156681533,0.7668622980518568,14,0.10789980732177264,0.30357142857142855,0.35294117647058826,0.9505493151000001,0.8139128767,0.8030819178,codnas
324,3s5nA,0.5283559637052638,0.7213903166502509,10,0.01751459549624687,0.5714285714285714,1.0,0.9724631579,0.8297233553000001,0.7660121711000001,codnas
325,3t8rA,0.5173577316971892,0.7610352138767195,3,0.02606310013717421,0.10526315789473684,0.0,0.9152720280000001,0.8757181818,0.6585286713,codnas
326,3tb4A,0.6222751413696298,0.7710257827119671,12,0.014790468364831553,0.8888888888888888,0.5625,0.9648026906,0.8577475336,0.8025399103,codnas
327,3ticB,0.5542929296909839,0.6957085859350811,51,0.3877551020408163,0.7368421052631579,1.0,0.845089339,0.8426083156,0.8385136461,codnas
328,3tjtA,0.5791583418796532,0.7895791709398265,2,0.0,0.0,0.0,0.9660817308,0.7349442308,,codnas
329,3v4bA,0.45749324748505726,0.7319228853556634,12,0.09848484848484848,0.16346153846153846,0.8823529411764706,0.9466495283,0.8510207547,0.7933471698,codnas
330,3wo5A,0.36405229843595943,0.5662296870165131,24,0.05063291139240506,1.0,1.0,0.7475866972,0.7244022936000001,0.682609633,codnas
331,3zogA,0.6094569510106763,0.765447562084702,37,0.36348684210526316,0.36199095022624433,0.6875,0.9420450262000001,0.909465445,0.902939267,codnas
332,4al1A,0.36719511801944194,0.6338661547851847,9,0.050283860502838604,0.9354838709677419,0.5172413793103449,0.9674302632,0.8549203947,0.8411644737,codnas
333,4am4A,0.7252719534111286,0.8493842674972931,3,0.010252904989747095,0.3333333333333333,0.0,0.9800584906,0.8828993711,0.6597943396,codnas
334,4at0A,0.29931642983613704,0.6116147750326448,37,0.023255813953488372,0.9444444444444444,0.7647058823529411,0.9453184314,0.7932231373,0.7463078431,codnas
335,4b4kE,0.5288368723180586,0.7548822906568928,17,0.03303055326176713,0.8,0.5625,0.9366928177,0.8463254144,0.8367198895,codnas
336,4b9hA,0.2906653490085859,0.5481443930124061,125,0.6818181818181818,0.8666666666666667,0.7948717948717948,0.8881245614000001,0.8877153509,0.8873614035,codnas
337,4batA,0.756144769433745,0.8252924986341688,7,0.007462686567164179,0.6,0.8333333333333334,0.9665285714,0.8037269103,0.755445515,codnas
338,4beuA,0.2748525640335596,0.5679321044748897,25,0.017391304347826087,0.3333333333333333,0.8333333333333334,0.9594517857,0.7675000000000001,0.745482398,codnas
339,4boyB,0.5146971851112985,0.7253344530239145,8,0.006796941376380629,1.0,0.5,0.9543307910000001,0.8293502825,0.7002079096,codnas
340,4c25A,0.4988053489193286,0.7187816335205326,8,0.011220196353436185,0.75,0.9166666666666666,0.9696933962000001,0.8331528302000001,0.7943990566,codnas
341,4c80A,0.32529734812988537,0.6620421685176919,41,0.0629575402635432,0.6744186046511628,0.5517241379310345,0.9755658214,0.8620056229,0.8220169791,codnas
342,4cpmA,0.545819493875996,0.6391707634883166,42,1.0,1.0,1.0,0.7917800429,0.7783690987,0.7725967811000001,codnas
343,4dx3A,0.45891485921695613,0.6631459067046266,8,0.012037833190025795,0.35714285714285715,1.0,0.971464,0.7613924999999999,0.68151375,codnas
344,4eaaA,0.4393859374637037,0.6390243281971453,37,0.028913260219341975,0.6206896551724138,0.9444444444444444,0.9645268182000001,0.7920900000000001,0.7788072727,codnas
345,4eenA,0.5239068528695273,0.7333337851744212,21,0.6547619047619048,0.36363636363636365,0.85,0.9311509653000001,0.9293038610000001,0.9237799228,codnas
346,4fdvA,0.4227237845032197,0.7324886358012428,14,0.10397830018083183,0.21739130434782608,0.44,0.9770784689,0.8740933014000001,0.8491258373,codnas
347,4gmeC,0.42752930819922536,0.6885644111656712,16,0.040478380864765406,0.4090909090909091,1.0,0.9517359155,0.8460269953,0.7907403756,codnas
348,4gquA,0.8623567343900007,0.9311783671950004,3,0.024603174603174603,0.12903225806451613,0.0,0.9579731481,0.8408388889,0.7504578704,codnas
349,4gy7A,0.3049261985577038,0.573410975214479,18,0.05142857142857143,0.4444444444444444,0.875,0.9576117857,0.8080763095,0.7679642857000001,codnas
350,4ha3A,0.797114605131687,0.8985573025658435,5,0.007014809041309431,0.7777777777777778,0.5714285714285714,0.9724877301,0.7345378323,0.6835515337,codnas
351,4hkrA,0.3637734084955228,0.6250064734725831,25,0.4708860759493671,0.7956989247311828,0.8986486486486487,0.8524901869,0.8311929907000001,0.8293070093,codnas
352,4j9xA,0.6659174115032361,0.7997331536831344,15,0.014492753623188406,0.7058823529411765,0.8333333333333334,0.9590843373000001,0.8445442771,0.7665042169,codnas
353,4jn8A,0.5907845028517376,0.7398825338561569,10,0.0070921985815602835,1.0,0.5,0.9702488608000001,0.7480597468,0.6730007595,codnas
354,4jxrA,0.6774626442394682,0.8064955328619515,7,0.012898330804248861,0.5882352941176471,0.6,0.9711865591000001,0.7951188172,0.7854666667,codnas
355,4k9iA,0.5535616537216825,0.7117210344390957,31,0.015194681861348529,0.6875,0.9090909090909091,0.9559676136,0.8130099432000001,0.7643957386,codnas
356,4kjdA,0.5295462341190664,0.7285153679741421,49,0.02911208151382824,0.85,0.9411764705882353,0.9721334016000001,0.8379094262000001,0.833335041,codnas
357,4knuC,0.5881447922102487,0.7535188120062675,18,0.017513134851138354,0.8,0.9375,0.9819814035000001,0.7445221053000001,0.7393182456,codnas
358,4lcrA,0.2317323886370858,0.6797564526109343,32,0.16020671834625322,1.0,0.5483870967741935,0.9531173077,0.9328555769,0.9269615385000001,codnas
359,4lf0A,0.5196553643315315,0.7223007621831504,61,0.40584415584415584,0.472,0.5254237288135594,0.9632681034,0.8392577586000001,0.8210890805000001,codnas
360,4m36A,0.32117120233891605,0.7128731496706022,31,0.11251758087201125,0.8125,0.49230769230769234,0.9690982507,0.7991749271,0.7969498542,codnas
361,4mf5A,0.2518083318447843,0.6860304960518149,52,0.39090909090909093,0.7286821705426356,0.5106382978723404,0.9431718750000001,0.9387249999999999,0.9348363281000001,codnas
